train_acc,train_loss,train_precision,train_recall,train_f1,train_precision_window,train_recall_window,train_f1_window,val_acc,val_loss,val_precision,val_recall,val_f1,val_precision_window,val_recall_window,val_f1_window
0.9092883,195.64252219025775,0.77696246,0.38880903,0.7939467,0.92840546,0.826586,0.86955416,0.9332326,159.2297159830729,0.8395634,0.41541064,0.85482913,1.0,0.9726023,0.98603946
0.9411103,152.13541078188462,0.86382,0.42931935,0.87599415,0.9991727,0.98788804,0.9934513,0.9421223,150.326491800944,0.8788338,0.42360398,0.87817055,1.0,0.98947257,0.99468
0.94531655,145.21890070934933,0.87518173,0.43395364,0.8872447,0.9997774,0.99259776,0.99614877,0.9529159,135.47519791214555,0.8910016,0.4403678,0.9077222,1.0,0.993886,0.99691445
0.9560215,138.0135020572923,0.8977057,0.45109725,0.91586995,0.9997775,0.9943445,0.99703574,0.9581578,135.80231018066405,0.89891994,0.44810185,0.92115796,1.0,0.9960949,0.9980297
0.95469326,138.47365767929247,0.89333725,0.44706243,0.9123249,0.99981534,0.99387085,0.99681354,0.9619843,131.21623020878545,0.9093464,0.4528984,0.9313125,1.0,0.99386734,0.9969051
0.96004796,134.07475762905491,0.9063438,0.4563903,0.92666215,0.99998546,0.99453956,0.99723613,0.96683234,125.95105732105397,0.92240024,0.45875776,0.9442357,1.0,0.99550784,0.9977329
0.96355766,131.2060390557318,0.91534144,0.4597579,0.9358079,0.99977285,0.99493283,0.9973325,0.96855015,124.07166680230034,0.9262804,0.46129483,0.9488279,1.0,0.9956378,0.9978
0.9654345,129.18304206684397,0.9198284,0.46110085,0.9407923,0.99992937,0.9956144,0.9977536,0.9660754,128.07172828956885,0.92252004,0.4572977,0.94239473,1.0,0.99523,0.9975935
0.96504706,128.9975177328234,0.91890115,0.46428707,0.9397373,0.99997264,0.996154,0.99804854,0.97011447,121.94256507025824,0.9306856,0.46306542,0.9530264,1.0,0.9972932,0.99863815
0.9681185,124.82994350985237,0.9267263,0.46969873,0.94790846,0.9999405,0.99680144,0.9983572,0.9708706,120.97048582854094,0.9330657,0.4639601,0.9549746,1.0,0.9974363,0.9987101
0.96862084,123.50084788166282,0.9279969,0.46910083,0.9492459,0.99994606,0.9972741,0.9986016,0.9687257,121.5119145711263,0.92608345,0.46161884,0.94925773,1.0,0.99795836,0.9989726
0.96804124,124.10046928599832,0.92651385,0.4659322,0.9476734,1.0,0.99735266,0.998665,0.9717812,117.85901901810257,0.93564004,0.46499705,0.95745885,1.0,0.9977607,0.998873
