train_acc,train_loss,train_precision,train_recall,train_f1,train_precision_window,train_recall_window,train_f1_window,val_acc,val_loss,val_precision,val_recall,val_f1,val_precision_window,val_recall_window,val_f1_window
0.77099067,212.07370940734123,0.5612321,0.63485897,0.5771061,0.5280407,0.16267599,0.23946874,0.81271523,446.65391941177114,0.70452917,0.7076279,0.69781595,0.27574646,0.16666666,0.20772994
0.8681268,190.79463303123802,0.7981108,0.79848725,0.79209304,0.242651,0.16666664,0.19751532,0.92205465,364.64272908106483,0.87874717,0.8827521,0.87735575,0.22649843,0.16666666,0.19201201
0.93921864,179.80412524056797,0.90501374,0.9115051,0.9052863,0.24016322,0.16666664,0.19675317,0.95131314,287.6581454265622,0.9250114,0.9298857,0.92455536,0.24300706,0.16666666,0.19771503
0.95397085,175.56590263688994,0.9273517,0.9338951,0.92830366,0.24309719,0.16666664,0.19773038,0.96123374,261.9730931165593,0.93995756,0.94284487,0.9398442,0.23510109,0.16666666,0.1950401
0.9599985,173.7540547550489,0.9366232,0.94261664,0.9377184,0.24256384,0.16666664,0.19754589,0.9656878,252.06585638559255,0.9467167,0.94971544,0.9467462,0.23405993,0.16666666,0.19467972
0.9613816,173.1905692775616,0.9388116,0.94471705,0.9399473,0.23872647,0.16666664,0.1962355,0.9689191,248.34939899124913,0.952115,0.95425355,0.9518771,0.22844957,0.16666666,0.19270979
0.9627919,172.59818175570138,0.941209,0.9469377,0.94237196,0.23779526,0.16666664,0.19591649,0.96833986,247.09373717677184,0.9520822,0.9530337,0.9513864,0.23639803,0.16666666,0.19548567
0.96475047,172.29218175909918,0.9441924,0.9496849,0.9453855,0.23396407,0.16666664,0.19458814,0.9742914,236.54944807267245,0.9603486,0.9615204,0.9600457,0.22734717,0.16666666,0.19231571
0.95834935,173.609133058029,0.9345797,0.94023144,0.93552464,0.22985974,0.16666664,0.19314054,0.9580729,264.01256739684135,0.93497676,0.9377642,0.93470484,0.22331941,0.16666666,0.1908595
0.9529685,174.84116950213695,0.92662287,0.93229854,0.9273482,0.2248984,0.16666664,0.19140741,0.9689189,247.0437806929385,0.9520763,0.9531018,0.95150906,0.22394559,0.16666666,0.19108754
0.96635747,171.74731720405214,0.946734,0.9515381,0.9476265,0.22531661,0.16666664,0.1915301,0.97263694,236.9911158166689,0.9573133,0.95965135,0.9573648,0.22297712,0.16666666,0.19073384
0.962308,172.60881584249685,0.94083965,0.94620323,0.94186753,0.2269364,0.16666664,0.1921087,0.96296674,247.2375359074744,0.9434457,0.94596,0.9433095,0.22073561,0.16666666,0.18991
0.9653004,171.9363373671105,0.94531924,0.950065,0.94617456,0.22351168,0.16666664,0.19088393,0.9698104,244.25958540567092,0.95484936,0.95325226,0.9529053,0.2177886,0.16666666,0.18881156
0.9626298,172.1173035722931,0.9413387,0.9465212,0.94231135,0.22455929,0.16666664,0.19126809,0.96973747,239.61222293789825,0.953809,0.9552395,0.9534332,0.21905725,0.16666666,0.18928646
0.9591511,173.54744257958745,0.9366255,0.94165194,0.9374827,0.2295088,0.16666664,0.19298714,0.95728123,262.77290543954274,0.9346112,0.93878984,0.9350013,0.22030306,0.16666666,0.18974973
0.9653127,171.75674196037448,0.94588983,0.95026034,0.94668037,0.2265241,0.16666664,0.19193986,0.96386546,250.66581611602857,0.9451794,0.9475806,0.9452529,0.22090319,0.16666666,0.18997203
0.96407104,172.49043101393426,0.9442528,0.9482378,0.9448021,0.2236908,0.16666664,0.1909289,0.9743662,234.07965403295762,0.9607577,0.9616103,0.96031314,0.2183694,0.16666666,0.18902919
0.96765435,171.79757385684502,0.9494489,0.953436,0.95009387,0.2232037,0.16666664,0.19075707,0.9676904,254.47055258298053,0.9505135,0.9523992,0.95046574,0.22195376,0.16666666,0.19035949
0.96969414,170.7083147896117,0.952341,0.95652634,0.9531843,0.22270611,0.16666664,0.19058447,0.96874535,243.7649488639375,0.95257396,0.9529473,0.95158863,0.21858,0.16666666,0.18910807
0.9624552,171.91269749308196,0.94171125,0.9463477,0.9424699,0.22466496,0.16666664,0.1912851,0.9686964,231.138925173334,0.95304143,0.95390767,0.95260674,0.21906029,0.16666666,0.18928711
0.9654548,171.74919602563895,0.9467328,0.95031065,0.947129,0.22389063,0.16666664,0.1910033,0.96742815,249.17482828808517,0.95090866,0.9512646,0.95008725,0.21809031,0.16666666,0.18892524
0.97131544,170.62909163404413,0.95526016,0.9583687,0.9556228,0.22324854,0.16666664,0.19076668,0.97488993,241.02086670457697,0.9622216,0.9616896,0.9610963,0.21833903,0.16666666,0.18901804
0.97512263,169.75438276845125,0.9610664,0.9637828,0.9614477,0.22417226,0.16666664,0.1910738,0.97991306,226.49146675663954,0.96929187,0.969599,0.96879035,0.22125581,0.16666666,0.19010182
