train_acc,train_loss,train_precision,train_recall,train_f1,train_precision_window,train_recall_window,train_f1_window,val_acc,val_loss,val_precision,val_recall,val_f1,val_precision_window,val_recall_window,val_f1_window
0.90798,250.55293559876458,0.7736263,0.38796794,0.78837895,0.64594525,0.44508582,0.51299757,0.9174188,769.1075113932292,0.81501734,0.3914595,0.80996,0.7804429,0.47613695,0.57531935
0.92872727,202.09066867373517,0.830754,0.41613725,0.8427156,0.91695493,0.69146687,0.78492117,0.9355686,581.9512751826534,0.85132545,0.41701305,0.8607122,1.0,0.88190544,0.937075
0.94086945,168.48769232502804,0.86218494,0.42839596,0.87525463,0.9983355,0.9509548,0.97378826,0.9463361,505.76686582212096,0.87872076,0.43107516,0.8898789,1.0,0.96647036,0.9828765
0.94580793,156.2313062125056,0.8780378,0.4336819,0.8886442,0.9994224,0.9836361,0.9914194,0.95017385,473.25681355794273,0.89345986,0.43523216,0.90035367,1.0,0.99000144,0.99494773
0.9479619,149.79941383719634,0.8845036,0.43962705,0.8944633,0.9993509,0.9904463,0.99485403,0.9531734,452.66577193648726,0.90199167,0.43902043,0.9085333,1.0,0.98754805,0.99370456
0.94967103,145.58956438255612,0.88864285,0.43966165,0.89918935,0.9996519,0.99220836,0.9958946,0.9543615,437.0613737883391,0.9034487,0.44079995,0.91178375,1.0,0.99372864,0.9968384
0.95078933,142.71612863586134,0.8918533,0.44209152,0.9021939,0.99975336,0.99368805,0.9966936,0.9531734,424.132921911169,0.896324,0.44009355,0.9086576,1.0,0.99382085,0.9968861
0.95171565,140.0576346811316,0.8941881,0.4435041,0.90473217,0.999696,0.9947171,0.997185,0.9551853,412.89635179307726,0.9035639,0.44220158,0.91407126,1.0,0.9929517,0.99644434
0.95315313,137.2551159896608,0.8975203,0.4451426,0.9085846,0.99989074,0.9951007,0.9974768,0.9554573,398.1767428927951,0.90559506,0.4422569,0.91480786,1.0,0.9959014,0.9979352
0.9551548,134.8009826268983,0.90183026,0.44717848,0.914013,0.99987704,0.9954587,0.99765056,0.9594754,365.2921876130281,0.9130524,0.44784036,0.92547154,1.0,0.99589527,0.997932
0.95882565,132.03212886773915,0.9094289,0.45448747,0.9238694,0.9997685,0.99537504,0.9975504,0.96770144,346.472696714048,0.92889,0.4591743,0.9471358,1.0,0.996986,0.99848294
0.9649433,128.78706678260113,0.9215377,0.46264094,0.94012624,0.9998756,0.99586415,0.99785584,0.9698928,329.4769375271267,0.93330795,0.4620977,0.9528458,1.0,0.9965553,0.99826527
0.9678524,126.58862011762416,0.92758715,0.47064772,0.94746214,0.99979854,0.99604565,0.9979061,0.97192,317.89861269350405,0.93719894,0.46492615,0.9580445,1.0,0.9968776,0.9984272
0.9688262,124.50689836450525,0.9298517,0.46909982,0.95014155,0.99993354,0.99650675,0.99820757,0.97126704,321.16139707212096,0.9345694,0.46440005,0.9561692,1.0,0.997315,0.9986489
0.9692744,123.50650088548281,0.930607,0.46725002,0.9512196,0.9997966,0.99684227,0.9983079,0.97114843,317.29146208586513,0.9335148,0.46438468,0.9558284,1.0,0.99666214,0.99831825
0.9695305,122.69978238668276,0.9313272,0.46478134,0.95195687,0.99986356,0.9965213,0.9981609,0.97234726,310.03698990433304,0.93744946,0.46562567,0.95905346,1.0,0.9971919,0.9985867
0.9699424,121.76435754409087,0.93246794,0.46771458,0.95306486,0.99997234,0.99684966,0.9983978,0.9719817,313.36098406756366,0.93657583,0.46519488,0.95811576,1.0,0.9960365,0.9980039
0.97030896,121.0636995767372,0.93335366,0.47200096,0.954007,0.9996926,0.99665636,0.9981572,0.9723781,311.7472249348958,0.93763167,0.46568045,0.959141,1.0,0.99782705,0.9989068
0.9706776,120.06825327304664,0.93429095,0.47216737,0.954951,0.99991596,0.99719095,0.99854416,0.9729029,299.8336030183015,0.93901604,0.4663776,0.9605903,1.0,0.9975083,0.998746
0.9706357,119.74394971729272,0.9340791,0.46813664,0.9549168,0.999907,0.9970282,0.99845153,0.97107124,309.51720321090136,0.9340802,0.46412817,0.9556993,1.0,0.99685377,0.998415
0.9709073,119.05542431120274,0.9347191,0.46789736,0.95558447,0.99995965,0.99739337,0.9986682,0.9729646,295.6044973867911,0.9397351,0.46630612,0.96081704,1.0,0.9974519,0.99871737
0.97062576,118.91031848379842,0.93425864,0.4707188,0.9548805,0.9999473,0.9974051,0.9986676,0.9729029,298.9029205322266,0.93950516,0.4661995,0.96061087,1.0,0.9973104,0.99864674
0.97065675,118.6935383140188,0.9340834,0.4724121,0.954932,0.99993306,0.9975135,0.9987127,0.9719663,301.67214106807,0.9370524,0.46502194,0.9581566,1.0,0.99701744,0.998499
0.9710641,118.01008614447613,0.9351621,0.46915516,0.95606345,0.9999731,0.997558,0.99875826,0.97304165,296.3984639485677,0.93999946,0.46634114,0.9609872,1.0,0.99745935,0.9987218
