train_acc,train_loss,val_acc,val_loss
0.7978088472707149,3354.2340334378755,0.7937499987545298,3363.5652128760494
0.7977499291300774,3353.6830213497847,0.7937499987545298,3363.5695053783816
0.7977499293211179,3354.1368623391177,0.7937499987545298,3363.552692470266
0.7977793885347171,3354.288115672576,0.7937499987545298,3363.558546379431
0.7976065640075084,3354.4362190442207,0.7937499987545298,3363.540077323344
0.757192880488359,3353.82937895946,0.635579909851302,3363.7338138409514
0.650481456413101,3354.055874164288,0.635579909851302,3363.8898652489506
0.6053410948564609,3353.507786286183,0.635579909851302,3363.5267807690066
0.5773791991269741,3354.4287539751103,0.5411458324585388,3363.5217011864506
0.5445325267142974,3354.225823426858,0.5411458324585388,3363.5260902518658
0.5445349820626851,3353.9992961394482,0.5411458324585388,3363.542050489739
0.5445099415687414,3354.078075702374,0.5411458324585388,3363.5717645901354
0.544509939610576,3354.028714302259,0.5411458324585388,3363.5720087307604
0.5444299111094995,3354.0767485789765,0.5411458324585388,3363.5796080631994
0.5353330036577506,3353.931135519957,0.5411458324585388,3363.5352692105876
0.47997874895540565,3353.8246636023887,0.24173662989442027,3363.5218396542678
0.33996944131855017,3354.2882451766577,0.24173662989442027,3363.5316307864973
0.2422493641049816,3354.133237789839,0.24173662989442027,3363.5442441114737
0.24241040620761803,3353.7137705485025,0.24173662989442027,3363.5220400682138
0.24252824201129186,3353.8990525465747,0.24173662989442027,3363.5322903305737
0.24272217988394773,3354.241225022536,0.24173662989442027,3363.541441960121
0.24272316161734173,3353.7672760792266,0.24173662989442027,3363.7163395668144
0.2427157962647004,3354.208442492363,0.24173662989442027,3363.525676670359
0.24267111792682838,3353.58355869391,0.24173662989442027,3363.55614869986
0.24296079671535736,3354.4295939910107,0.24173662989442027,3363.651268802472
0.24290875252336264,3354.5194330459985,0.241775497905354,3363.747172341418
0.24300154809577343,3354.301272661258,0.241775497905354,3363.6073435313665
0.24294852231366512,3354.1768978803584,0.24173662989442027,3363.5643365205224
0.24338402300595474,3354.0804314246543,0.24173662989442027,3363.5753629314368
0.24298632756257668,3353.8981104141626,0.24173662989442027,3363.542090572528
0.24331675820912307,3354.158871381711,0.24169776177228386,3363.5557424061335
0.24344637763137236,3354.0257752247344,0.24169776177228386,3363.60594245569
0.2438342528990828,3354.1521927271133,0.24173662989442027,3363.5587978078356
0.24363295079614872,3353.9938448392427,0.24173662989442027,3363.5299035826724
0.24330841172008943,3353.9720670259917,0.24173662989442027,3363.5845364243237
0.2439447232068349,3354.1014795547876,0.24173662989442027,3363.5824648729013
0.24403260968243465,3354.0662071032402,0.24173662989442027,3363.6019432864973
0.2432877907099632,3353.7212907840044,0.2411536069503471,3363.5630538712685
0.24628081447325456,3354.198953873072,0.24099813457300415,3363.6345469916046
0.24440526429754802,3353.6498495248647,0.24111473916181878,3363.540279559235
0.24388776967922846,3353.781770363832,0.24092039821752861,3363.5945899166277
0.2443257256721457,3353.9639020088393,0.24162002541680835,3363.502035112523
0.24468807011651686,3353.8656569260816,0.24162002541680835,3363.5174524107974
0.24532340015642917,3354.0701360457983,0.24165889365014745,3363.532421510611
0.24887270676210904,3353.996852776943,0.2519045403199409,3363.5651053812967
0.2510261524659701,3354.137254372621,0.2518268041868708,3363.5329699160447
0.2546589249888292,3354.209141657903,0.24162002541680835,3363.587828678871
0.25434911616433126,3353.8738947159204,0.26753731316594936,3363.5805427209657
0.2553320610179351,3354.3028357090093,0.24162002530560564,3363.589453853778
0.15767924752659523,3356.822297316331,0.12599502453830705,3363.578751749067
0.12574776456667444,3354.2623494466147,0.12599502453830705,3363.5654661263993
0.1257384359382857,3354.1150970458984,0.12599502453830705,3363.567433826959
0.12577820546590748,3353.8946200639775,0.12599502453830705,3363.581983879431
0.12578753390325567,3354.0274908603765,0.12599502453830705,3363.558881617304
0.12576249425705427,3353.8389426989434,0.12599502453830705,3363.5841556378264
0.12579489888575596,3353.767824613131,0.12599502453830705,3363.5846803579757
0.12582092077877277,3353.817371857472,0.12599502453830705,3363.83204582556
0.12576445807010317,3354.2127216045674,0.12599502453830705,3363.6298955661146
0.12574678260641983,3354.0703477125903,0.12599502453830705,3363.582419324277
0.12591077037489948,3354.0821055876904,0.12599502453830705,3363.6699619577894
0.12711563964302725,3354.092977670523,0.12599502453830705,3363.584804250233
0.12732332495924753,3354.1210096310347,0.12599502453830705,3363.5949524836756
0.12676704257058027,3354.400097186749,0.12599502453830705,3363.6743892840486
