train_acc,train_loss,val_acc,val_loss
0.4007824281049976,3414.9803470709385,0.5567552874337381,3376.0251355527053
0.5869322292124614,3361.941356952374,0.596291976855762,3368.0837712074394
0.5983583535521458,3358.6603409204727,0.5958644282906803,3368.150778699277
0.5982724321194184,3358.9224524864785,0.5959421647573585,3366.442818257346
0.5982586859892576,3356.7705500676084,0.5960199012240367,3364.491540709538
0.5981928925865736,3362.2769834078276,0.5959032967464247,3366.655129503848
0.598220387330422,3355.877891344902,0.5959032967464247,3365.6618415490907
0.5981752181855532,3356.3339080810547,0.5959032967464247,3366.5480210033816
0.5981845463124605,3356.323240622496,0.5959032967464247,3365.556104973181
0.5982930542757878,3379.501956255008,0.5960199021136583,3378.0874096315297
0.5983932132904346,3395.1586186335635,0.595903296301614,3380.178528743004
0.5993054581758304,3373.840166923327,0.5999300357565951,3377.0854710820895
0.607638398424173,3366.623582888872,0.5969138676995662,3371.387292662663
0.5996840044091909,3362.893783178085,0.5969916046110552,3369.9619596111243
0.6001587840609062,3362.4053016075723,0.5970304717323673,3369.826558127332
0.6250196388707712,3357.117696908804,0.5980021768986289,3366.2050599055506
0.6187699336845142,3355.636475000626,0.5971082099782887,3364.9368568534283
0.6443392771940964,3355.2264286921572,0.7116837692794515,3364.8780499358677
0.6978646225463121,3355.055912506886,0.7117226372903852,3364.926706798041
0.7110175293607589,3354.9468681139824,0.7116837692794515,3364.322801276819
0.7151280279533986,3355.0992588141025,0.7118392417679972,3364.332361022038
0.7173340084652106,3354.2779364952676,0.7118003733122527,3363.9998250932836
0.7185865029310569,3354.698266053811,0.7123445285790002,3363.87769101271
0.7473482074072728,3354.1439318534653,0.7937499987545298,3363.799274501516
0.7528472025042925,3354.0983526767827,0.7119947142565428,3363.7631070720618
0.7972638581234676,3354.2869622646235,0.7937499987545298,3363.7001279005362
0.7969029867687286,3354.5028185722153,0.7937499987545298,3363.556932136194
0.7954216937606151,3354.297387147561,0.7937499987545298,3363.684920125933
0.7977793894899197,3354.367216843825,0.7937499987545298,3363.589849215835
0.797801483135957,3354.1701225867637,0.7937499987545298,3363.552546714669
0.7977499297987192,3354.2410090519834,0.7937499987545298,3363.567900244869
0.797786752669475,3354.328358576848,0.7937499987545298,3363.569250306087
0.7978162129337971,3354.052237486228,0.7937499987545298,3363.6288716330455
0.7977867530515561,3354.140884399414,0.7937499987545298,3363.8735114709657
0.7978088475572758,3354.354190924229,0.7937499987545298,3363.5606598355876
0.7977720230626755,3353.7703841771836,0.7937499987545298,3363.582087730294
0.7978014818941935,3353.703623845027,0.7937499987545298,3363.6218462132697
