train_acc,train_loss,train_precision,train_recall,train_f1,train_precision_window,train_recall_window,train_f1_window,val_acc,val_loss,val_precision,val_recall,val_f1,val_precision_window,val_recall_window,val_f1_window
0.86008435,258.359626618402,0.6776942,0.31271577,0.69215965,0.6471751,0.56443936,0.586308,0.9273782,712.6310913085938,0.8375909,0.4049462,0.83780015,0.7950906,0.71067625,0.7438469
0.9364235,184.294392141515,0.85395306,0.42264953,0.86306524,0.9722757,0.8271843,0.89204425,0.9437898,529.8016271520544,0.87500274,0.4272337,0.8828397,1.0,0.9373976,0.96756387
0.9424748,159.03357268365275,0.86453784,0.43097308,0.8797262,0.99925256,0.97302973,0.9858508,0.9486722,480.3253330937138,0.8850149,0.4341832,0.89629555,1.0,0.9781336,0.9888897
0.9465565,150.3297039511094,0.87667423,0.43810958,0.890661,0.99954075,0.98818934,0.99380064,0.9517584,450.6191982693142,0.8934078,0.4379722,0.90452397,1.0,0.989629,0.9947602
0.9491742,146.13565594744418,0.8846632,0.4386916,0.89778996,0.9994607,0.99162334,0.99550414,0.953724,424.9609623661748,0.8960495,0.4409381,0.90981877,1.0,0.9918102,0.99586654
0.9536554,142.16530283456387,0.8953227,0.44687817,0.90997684,0.9993858,0.9931559,0.9962418,0.9633952,378.85806048357927,0.917184,0.4536886,0.9355256,1.0,0.98888266,0.9943833
0.96062857,138.47579509541038,0.9099181,0.45550358,0.9282259,0.9991296,0.9946042,0.9968476,0.9696711,350.2795340078848,0.9320585,0.46191776,0.9521115,1.0,0.9936878,0.9968137
0.9658132,134.40249248832131,0.9211128,0.46142817,0.94186205,0.999124,0.9946904,0.99687934,0.9682147,345.67106232819737,0.93082416,0.45944148,0.94835025,1.0,0.99545616,0.99770826
0.9680709,130.94800569446363,0.9265467,0.46813503,0.9477434,0.9994042,0.99545944,0.99741596,0.9721151,326.4587921142578,0.9371804,0.4652433,0.9584233,1.0,0.9956577,0.99781007
0.96852475,129.5514374992237,0.9281701,0.47018284,0.94909453,0.99949336,0.9960214,0.99774045,0.97171867,322.1120708324291,0.9356383,0.46495977,0.9573473,1.0,0.9960352,0.9980021
0.969386,127.97020510232316,0.9302505,0.46994087,0.95131105,0.9993719,0.9962178,0.9977806,0.9718778,320.58393362539783,0.93761104,0.46481046,0.95795697,1.0,0.996064,0.99801487
0.9698463,126.6865578000989,0.9313381,0.46813864,0.9525179,0.99949735,0.9965902,0.9980319,0.9720387,317.33872771086516,0.93700933,0.46516287,0.9582714,1.0,0.9958607,0.99791545
0.9696145,125.93182789085401,0.93074924,0.46869567,0.9519771,0.9994816,0.99688476,0.99817216,0.9725317,311.4115626582393,0.93769306,0.46598488,0.9595206,1.0,0.99704915,0.99851483
0.9701135,124.72772615247766,0.9318708,0.46672478,0.9533035,0.99972403,0.9969006,0.99830043,0.97141,313.6899204960576,0.9356586,0.46435097,0.95664763,1.0,0.99758834,0.998787
0.97048336,124.08523914052117,0.9330811,0.46837065,0.9542763,0.9998189,0.99713194,0.9984653,0.9726965,310.19859506112556,0.9395714,0.46573865,0.9600588,1.0,0.997118,0.9985494
0.97067535,123.41033266761913,0.9335431,0.4660027,0.95479983,0.9997417,0.9967926,0.99825543,0.97302145,308.2066730640553,0.9390765,0.4664973,0.96077067,1.0,0.9974536,0.99871826
0.9709647,122.37425538504256,0.93433607,0.46848276,0.9556242,0.9997081,0.99726593,0.99847597,0.9714783,311.58038827401623,0.9352488,0.46454975,0.95676315,1.0,0.99777335,0.9988797
0.9708223,122.55330900850281,0.9336185,0.46732864,0.95513517,0.99975324,0.9971657,0.99844897,0.97225463,307.1237227828414,0.93785805,0.4653642,0.95886797,1.0,0.99757624,0.9987801
0.97087306,122.12310568744314,0.9339598,0.4684664,0.9552456,0.99969804,0.9974342,0.9985568,0.9730985,303.5074580439815,0.93903446,0.46667203,0.9609994,1.0,0.99744487,0.9987142
0.9712396,121.33592804967883,0.9348892,0.46807504,0.95635337,0.9999453,0.9973614,0.9986455,0.97160655,308.5613350197121,0.93417275,0.46506324,0.95691323,1.0,0.99776,0.9988725
0.97134334,120.96576234911508,0.935365,0.47183296,0.95656085,0.9997146,0.99729913,0.998495,0.97335035,302.5323929398148,0.9403588,0.46680608,0.9617056,1.0,0.99769086,0.9988378
0.9715233,120.43503926706238,0.93558687,0.46995708,0.95704365,0.9998168,0.9975617,0.9986815,0.9729751,301.6895421911169,0.9382578,0.46662405,0.96058124,1.0,0.9976963,0.9988407
0.9716845,119.82694630933679,0.93601364,0.4713683,0.95744985,0.99987745,0.9975431,0.9987022,0.9729029,305.00785963270397,0.93785787,0.46656698,0.96031946,1.0,0.99775696,0.9988711
0.9718822,119.4574304438168,0.9366234,0.46826178,0.95812804,0.9997129,0.99756706,0.9986283,0.97335035,299.62525736490886,0.9398409,0.46694636,0.96163106,1.0,0.99723274,0.9986048
0.9720323,119.2273751275528,0.93698,0.4733307,0.9583737,0.9999018,0.99753684,0.99870896,0.97304165,300.4955273663556,0.93933433,0.46653938,0.9609051,1.0,0.99762166,0.9988019
0.97199255,118.66534506004831,0.9369221,0.46611568,0.95831114,0.99986,0.99772626,0.99878544,0.9736744,295.3316643608941,0.94088453,0.46730718,0.96253705,1.0,0.99764043,0.9988121
0.97205436,118.41501727202738,0.93716264,0.46971214,0.95842296,0.9998561,0.9977187,0.9987799,0.973551,296.89587063259546,0.9403337,0.46720684,0.96217096,1.0,0.9979092,0.9989479
0.97213507,118.22139266943515,0.9373846,0.46741682,0.9586174,0.9998758,0.9978462,0.99885345,0.9732578,298.13553918909145,0.93950665,0.46681353,0.9613519,1.0,0.9977108,0.9988478
0.97224426,117.81544381370605,0.93784887,0.47362098,0.9589646,0.99997205,0.9978889,0.9989239,0.9734739,299.600291273329,0.9406395,0.46702236,0.9620586,1.0,0.9977114,0.9988484
0.972475,117.34552891948076,0.93812346,0.4684698,0.9595859,0.9998583,0.99789494,0.99887,0.97358185,294.26319173177086,0.94011354,0.4673158,0.9622016,1.0,0.99796754,0.99897754
