train_acc,train_loss,train_precision,train_recall,train_f1,train_precision_window,train_recall_window,train_f1_window,val_acc,val_loss,val_precision,val_recall,val_f1,val_precision_window,val_recall_window,val_f1_window
0.85032684,263.68304519168146,0.6474165,0.3001909,0.64301556,0.5955551,0.5246752,0.5399977,0.9174188,737.9135208695023,0.81501734,0.3914595,0.80996,0.7005399,0.5092289,0.57817453
0.93018025,193.75979944480812,0.84359205,0.41340095,0.8455797,0.8908243,0.7285231,0.7974544,0.941773,542.8339683250144,0.86069316,0.4265711,0.87767863,0.9834416,0.871539,0.92351335
0.94423145,167.80008606236007,0.8736555,0.43233165,0.88430643,0.99506074,0.92223644,0.95693654,0.9488987,474.47526154694737,0.8805483,0.43522757,0.89678085,1.0,0.9366279,0.9671572
0.94857025,154.45418167417492,0.88106227,0.44097042,0.89607865,0.9994352,0.96953607,0.9841336,0.9555645,427.19216421621815,0.895745,0.44404793,0.91459227,1.0,0.9811854,0.9904577
0.9553017,145.76874635329497,0.8954054,0.44769976,0.91403234,0.9995899,0.9887247,0.9940963,0.9639149,384.60171700936775,0.91226786,0.45596835,0.9363039,1.0,0.99183315,0.99588203
0.96160567,139.75537906276782,0.90983796,0.45827666,0.9307716,0.999817,0.9930812,0.9964184,0.95964503,383.0807851155599,0.8986437,0.45180574,0.9247236,1.0,0.99405074,0.99700004
0.964187,136.30870897023212,0.916357,0.46054912,0.9374159,0.99981135,0.99418896,0.9969708,0.96905464,347.5202048972801,0.92860365,0.46148685,0.95020235,1.0,0.9947843,0.9973717
0.9653992,134.23111797175082,0.9198327,0.46088567,0.9407191,0.9994275,0.99523664,0.99727136,0.9640383,355.97646258318866,0.92179495,0.45356762,0.9372294,1.0,0.99511653,0.99753803
0.9667661,131.72600224287217,0.92321545,0.4664947,0.94424665,0.99987435,0.9959018,0.99787086,0.9709884,332.8801692256221,0.933595,0.46384814,0.9552548,1.0,0.9967244,0.99834865
0.9674726,130.32118733471262,0.92494255,0.4688351,0.94619167,0.99988794,0.99581885,0.99783456,0.9712305,328.80732987015335,0.9337552,0.4643619,0.9559247,1.0,0.9970423,0.9985107
